Cust_ID,Age,Customer_Segment
CC61658,34,Gold
CC85365,25,Gold
CC85514,41,Gold
CC76150,45,Gold
CC45011,21,Gold
CC58859,25,Gold
CC29921,20,Gold
CC37197,45,Gold
CC92738,26,Gold
CC28918,36,Gold
CC74471,45,Gold
CC79514,39,Gold
CC24187,47,Gold
CC45682,45,Gold
CC36038,35,Gold
CC89690,25,Gold
CC35225,26,Gold
CC53329,44,Gold
CC19998,31,Gold
CC89626,45,Gold
CC66002,47,Gold
CC65706,27,Gold
CC31397,22,Gold
CC91389,43,Gold
CC76680,24,Gold
CC30513,50,Gold
CC24235,28,Gold
CC54237,21,Gold
CC74472,27,Gold
CC72916,26,Gold
CC70345,24,Gold
CC74738,27,Gold
CC69576,43,Gold
CC50312,20,Gold
CC78048,21,Gold
CC26369,25,Gold
CC61332,36,Gold
CC96690,35,Gold
CC50434,46,Gold
CC89982,27,Gold
CC89533,43,Gold
CC24595,29,Gold
CC58643,21,Gold
CC31956,20,Gold
CC65775,30,Gold
CC54231,25,Gold
CC14378,29,Gold
CC74973,32,Gold
CC37531,38,Gold
CC75947,23,Gold
CC79742,28,Gold
CC81095,47,Gold
CC27837,27,Gold
CC73637,49,Gold
CC21341,46,Gold
CC15606,25,Gold
CC78934,39,Gold
CC62752,28,Gold
CC54582,29,Gold
CC93225,34,Gold
CC86548,46,Gold
CC95305,20,Gold
CC17766,36,Gold
CC60408,30,Gold
CC89505,23,Gold
CC27905,34,Gold
CC31062,44,Gold
CC37443,50,Gold
CC47283,40,Gold
CC42826,42,Gold
CC30635,47,Gold
CC30907,23,Gold
CC76749,30,Gold
CC44640,50,Gold
CC51953,34,Gold
CC85272,36,Gold
CC29766,28,Gold
CC90840,40,Gold
CC16739,35,Gold
CC23168,47,Gold
CC70411,49,Gold
CC21296,35,Gold
CC46457,26,Gold
CC64018,27,Gold
CC82745,48,Gold
CC45190,50,Gold
CC41737,47,Gold
CC42687,24,Gold
CC34574,47,Gold
CC49782,22,Gold
CC30244,21,Gold
CC99575,50,Gold
CC48730,24,Gold
CC96570,36,Gold
CC21968,38,Gold
CC22555,38,Gold
CC72942,38,Gold
CC68522,28,Gold
CC23553,47,Gold
CC71707,38,Gold
CC24731,33,Gold
CC64410,38,Gold
CC73368,22,Gold
CC50606,42,Gold
CC75139,37,Gold
CC71673,48,Gold
CC53518,32,Gold
CC43466,20,Gold
CC72038,45,Gold
CC72381,27,Gold
CC36162,25,Gold
CC42255,50,Gold
CC43511,46,Gold
CC75787,48,Gold
CC17664,39,Gold
CC27250,29,Gold
CC75165,38,Gold
CC20827,48,Gold
CC34250,36,Gold
CC86540,40,Gold
CC22540,20,Gold
CC86963,21,Gold
CC87440,21,Gold
CC81050,27,Gold
CC63094,31,Gold
CC90246,35,Gold
CC33451,27,Gold
CC84203,49,Gold
CC42498,42,Gold
CC23046,42,Gold
CC13432,31,Gold
CC96275,50,Gold
CC73398,36,Gold
CC46323,25,Gold
CC27999,32,Gold
CC28847,29,Gold
CC33646,21,Gold
CC54601,21,Gold
CC73644,31,Gold
CC26635,50,Gold
CC28550,32,Gold
CC83461,42,Gold
CC85408,32,Gold
CC91205,26,Gold
CC25990,42,Gold
CC50445,46,Gold
CC15368,42,Gold
CC96813,45,Gold
CC17463,26,Gold
CC57697,43,Gold
CC25529,34,Gold
CC21822,50,Gold
CC81203,40,Gold
CC82870,46,Gold
CC26202,50,Gold
CC94497,43,Gold
CC90586,34,Gold
CC72358,20,Gold
CC29591,41,Gold
CC51486,48,Gold
CC55108,44,Gold
CC91167,50,Gold
CC79474,21,Gold
CC20059,24,Gold
CC97928,47,Gold
CC92502,50,Gold
CC54560,27,Gold
CC26636,50,Gold
CC64297,44,Gold
CC26082,29,Gold
CC95021,33,Gold
CC13757,28,Gold
CC58777,44,Gold
CC19120,36,Gold
CC63476,49,Gold
CC70201,38,Gold
CC86159,32,Gold
CC54653,37,Gold
CC44094,43,Gold
CC94769,49,Gold
CC37064,24,Gold
CC35315,46,Gold
CC12618,34,Gold
CC25957,37,Gold
CC79869,47,Gold
CC89658,39,Gold
CC39398,43,Gold
CC48971,28,Gold
CC37090,35,Gold
CC71658,34,Gold
CC24630,40,Gold
CC25633,24,Gold
CC75737,28,Gold
CC49129,37,Gold
CC23320,32,Gold
CC58869,28,Gold
CC36732,47,Gold
CC58963,25,Gold
CC27616,33,Gold
CC79077,25,Gold
CC71781,41,Gold
CC68216,50,Gold
CC96619,27,Gold
CC77814,48,Gold
CC41498,32,Gold
CC36682,34,Gold
CC23752,29,Gold
CC38989,28,Gold
CC54401,49,Gold
CC53743,41,Gold
CC93261,27,Gold
CC27190,41,Gold
CC26192,33,Gold
CC83100,26,Gold
CC62384,25,Gold
CC64590,30,Gold
CC12696,34,Gold
CC79308,26,Gold
CC74513,50,Gold
CC85735,46,Gold
CC16643,42,Gold
CC40894,26,Gold
CC70711,25,Gold
CC27394,49,Gold
CC28432,31,Gold
CC60665,24,Gold
CC81126,38,Gold
CC20892,27,Gold
CC43943,23,Gold
CC88369,48,Gold
CC71553,46,Gold
CC38556,49,Gold
CC94395,49,Gold
CC63958,47,Gold
CC42819,23,Gold
CC63429,22,Gold
CC28500,23,Gold
CC26752,36,Gold
CC46523,31,Gold
CC89911,24,Gold
CC43632,50,Gold
CC90737,47,Gold
CC61573,21,Gold
CC14152,38,Gold
CC97847,29,Gold
CC22717,27,Gold
CC19389,47,Gold
CC52282,36,Gold
CC87959,47,Gold
CC52316,49,Gold
CC15737,24,Gold
CC15963,20,Gold
CC13717,23,Gold
CC82250,43,Gold
CC52429,25,Gold
CC36743,31,Gold
CC31513,44,Gold
CC23297,21,Gold
CC63418,27,Gold
CC87932,21,Gold
CC43475,31,Gold
CC68746,28,Gold
CC68655,24,Gold
CC31667,41,Gold
CC42771,40,Gold
CC89782,27,Gold
CC63719,35,Gold
CC21264,49,Gold
CC88741,50,Gold
CC83812,34,Gold
CC70529,47,Gold
CC54248,46,Gold
CC46844,21,Gold
CC53218,38,Gold
CC45515,36,Gold
CC63702,42,Gold
CC20482,27,Gold
CC29603,30,Gold
CC99573,33,Gold
CC61652,41,Gold
CC63204,29,Gold
CC36087,20,Gold
CC43051,41,Gold
CC21984,24,Gold
CC17001,32,Gold
CC71413,20,Gold
CC42054,50,Gold
CC22655,39,Gold
CC40059,32,Gold
CC54369,41,Gold
CC65059,42,Gold
CC26180,42,Gold
CC19559,32,Gold
CC24002,39,Gold
CC12190,29,Gold
CC73723,42,Gold
CC60289,50,Gold
CC66432,30,Gold
CC22408,22,Platinum
CC78515,29,Platinum
CC38756,33,Platinum
CC36205,41,Platinum
CC29508,39,Platinum
CC93653,49,Platinum
CC41266,45,Platinum
CC97513,27,Platinum
CC56979,24,Platinum
CC54805,29,Platinum
CC43904,39,Platinum
CC88723,49,Platinum
CC22699,31,Platinum
CC56114,39,Platinum
CC53874,20,Platinum
CC91044,28,Platinum
CC91668,27,Platinum
CC33693,29,Platinum
CC95436,50,Platinum
CC64510,27,Platinum
CC62645,20,Platinum
CC29650,50,Platinum
CC81473,43,Platinum
CC53999,33,Platinum
CC51331,50,Platinum
CC14238,35,Platinum
CC98977,48,Platinum
CC54441,49,Platinum
CC35524,39,Platinum
CC53934,46,Platinum
CC48475,49,Platinum
CC92328,21,Platinum
CC59455,25,Platinum
CC47975,24,Platinum
CC57315,21,Platinum
CC47347,27,Platinum
CC23739,46,Platinum
CC75523,33,Platinum
CC94128,34,Platinum
CC70730,29,Platinum
CC44826,25,Platinum
CC17228,27,Platinum
CC77745,48,Platinum
CC57642,30,Platinum
CC45342,39,Platinum
CC11847,50,Platinum
CC89660,30,Platinum
CC86371,20,Platinum
CC55668,30,Platinum
CC50073,26,Platinum
CC35891,27,Platinum
CC84327,47,Platinum
CC16690,44,Platinum
CC76766,33,Platinum
CC24856,43,Platinum
CC38661,33,Platinum
CC85587,40,Platinum
CC89092,40,Platinum
CC66256,35,Platinum
CC86100,42,Platinum
CC63657,36,Platinum
CC27356,28,Platinum
CC18424,47,Platinum
CC40264,28,Platinum
CC83396,37,Platinum
CC14508,20,Platinum
CC28055,31,Platinum
CC97691,41,Platinum
CC74129,34,Platinum
CC28054,49,Platinum
CC28747,44,Platinum
CC48096,38,Platinum
CC58500,42,Platinum
CC89980,24,Platinum
CC47304,30,Platinum
CC52669,30,Platinum
CC45544,48,Platinum
CC59481,43,Platinum
CC27362,35,Platinum
CC24379,31,Platinum
CC87520,26,Platinum
CC63918,20,Platinum
CC74385,32,Platinum
CC32340,25,Platinum
CC26680,49,Platinum
CC18741,36,Platinum
CC72459,38,Platinum
CC87142,36,Platinum
CC92336,34,Platinum
CC60575,27,Platinum
CC36748,27,Platinum
CC29849,43,Platinum
CC72438,45,Platinum
CC74712,42,Platinum
CC66744,47,Platinum
CC16446,21,Platinum
CC62837,43,Platinum
CC23127,48,Platinum
CC19745,21,Platinum
CC97796,46,Platinum
CC35248,23,Platinum
CC16616,44,Platinum
CC84730,49,Platinum
CC78939,39,Platinum
CC80192,43,Platinum
CC13207,35,Platinum
CC21875,21,Platinum
CC80438,27,Platinum
CC26034,42,Platinum
CC28333,45,Platinum
CC67048,25,Platinum
CC62148,49,Platinum
CC50256,31,Platinum
CC34904,20,Platinum
CC92581,33,Platinum
CC61138,25,Platinum
CC98567,21,Platinum
CC68362,35,Platinum
CC50747,42,Platinum
CC84943,40,Platinum
CC24836,42,Platinum
CC68567,31,Platinum
CC43321,38,Platinum
CC37663,37,Platinum
CC82368,49,Platinum
CC90480,41,Platinum
CC52416,49,Platinum
CC30650,43,Platinum
CC40811,42,Platinum
CC62651,31,Platinum
CC93099,40,Platinum
CC78480,42,Platinum
CC38107,25,Platinum
CC11868,28,Platinum
CC83868,20,Platinum
CC44646,36,Platinum
CC15079,27,Platinum
CC74996,37,Platinum
CC12756,44,Platinum
CC60677,36,Platinum
CC47609,29,Platinum
CC36896,29,Platinum
CC93045,20,Platinum
CC82949,44,Platinum
CC43542,32,Platinum
CC85200,38,Platinum
CC18166,41,Platinum
CC90837,47,Platinum
CC66365,29,Platinum
CC22815,20,Platinum
CC41018,32,Platinum
CC73813,28,Platinum
CC80359,23,Platinum
CC42942,39,Platinum
CC55037,45,Platinum
CC93299,25,Platinum
CC17052,20,Platinum
CC62311,26,Platinum
CC54227,24,Platinum
CC29065,22,Platinum
CC79730,38,Platinum
CC85400,42,Platinum
CC81956,48,Platinum
CC59838,25,Platinum
CC52744,38,Platinum
CC78390,47,Platinum
CC64171,33,Platinum
CC46267,27,Platinum
CC72605,29,Platinum
CC87444,40,Platinum
CC94605,42,Platinum
CC55536,22,Platinum
CC42022,33,Platinum
CC37176,47,Platinum
CC33931,34,Platinum
CC11341,21,Platinum
CC32126,46,Platinum
CC17040,24,Platinum
CC76032,46,Platinum
CC75406,31,Platinum
CC97077,37,Platinum
CC78244,38,Platinum
CC41432,28,Platinum
CC49660,28,Platinum
CC88042,26,Platinum
CC63524,36,Platinum
CC49493,42,Platinum
CC33872,31,Platinum
CC14547,42,Platinum
CC69750,45,Platinum
CC28205,30,Platinum
CC80185,34,Platinum
CC42152,23,Platinum
CC48505,43,Platinum
CC25139,41,Platinum
CC75553,37,Platinum
CC59578,21,Platinum
CC21696,44,Platinum
CC31767,50,Platinum
CC26787,46,Platinum
CC52293,33,Platinum
CC52679,24,Platinum
CC39723,22,Platinum
CC65602,24,Platinum
CC29424,45,Platinum
CC80201,27,Platinum
CC17315,50,Platinum
CC85924,37,Platinum
CC64378,44,Platinum
CC36805,29,Platinum
CC17943,47,Platinum
CC62839,49,Platinum
CC90822,44,Platinum
CC43916,34,Platinum
CC62883,43,Platinum
CC45361,24,Platinum
CC14300,50,Platinum
CC17398,45,Platinum
CC81835,46,Platinum
CC74769,27,Platinum
CC30004,50,Platinum
CC84723,43,Platinum
CC26924,36,Platinum
CC63729,20,Platinum
CC85599,32,Platinum
CC65030,20,Platinum
CC92498,38,Platinum
CC81487,30,Platinum
CC14265,20,Platinum
CC73629,40,Platinum
CC94725,36,Platinum
CC88559,38,Platinum
CC65361,25,Platinum
CC77710,35,Platinum
CC11701,47,Platinum
CC17284,39,Platinum
CC65435,46,Platinum
CC22795,43,Platinum
CC28930,22,Platinum
CC60915,35,Platinum
CC62905,43,Platinum
CC30143,34,Platinum
CC13488,41,Platinum
CC42109,39,Platinum
CC99214,46,Platinum
CC15148,49,Platinum
CC86170,45,Platinum
CC52658,45,Platinum
CC78536,48,Platinum
CC33692,23,Platinum
CC14871,44,Platinum
CC44575,38,Platinum
CC96624,44,Platinum
CC63827,32,Platinum
CC86615,38,Platinum
CC77401,20,Platinum
CC86189,50,Platinum
CC33409,49,Platinum
CC86167,23,Platinum
CC38454,25,Platinum
CC16917,34,Platinum
CC41948,28,Platinum
CC80376,40,Platinum
CC39573,30,Platinum
CC60307,28,Platinum
CC16465,23,Platinum
CC62849,42,Platinum
CC28083,46,Platinum
CC45837,35,Platinum
CC81751,35,Platinum
CC29396,34,Platinum
CC47607,25,Platinum
CC90683,27,Platinum
CC80365,28,Platinum
CC87002,43,Platinum
CC49915,43,Platinum
CC62021,50,Platinum
CC56172,42,Platinum
CC51692,48,Platinum
CC14838,37,Platinum
CC68211,27,Platinum
CC74650,49,Platinum
CC29689,38,Platinum
CC67513,45,Platinum
CC34442,41,Platinum
CC12070,24,Platinum
CC80230,43,Platinum
CC91465,23,Platinum
CC67647,28,Platinum
CC59936,42,Platinum
CC88505,37,Platinum
CC57725,37,Platinum
CC94806,21,Platinum
CC31581,39,Platinum
CC57099,40,Platinum
CC72372,37,Platinum
CC90126,44,Platinum
CC26053,37,Platinum
CC12280,50,Platinum
CC39844,50,Platinum
CC29333,25,Platinum
CC17862,32,Platinum
CC74004,42,Platinum
CC44005,35,Platinum
CC89580,36,Platinum
CC89245,34,Platinum
CC69957,30,Platinum
CC16898,34,Platinum
CC88261,28,Platinum
CC70513,37,Platinum
CC66123,29,Platinum
CC30430,47,Platinum
CC73765,41,Platinum
CC30103,50,Platinum
CC80697,34,Platinum
CC15302,20,Platinum
CC84843,29,Platinum
CC79709,38,Platinum
CC41644,31,Platinum
CC97137,47,Platinum
CC69709,38,Platinum
CC90047,27,Platinum
CC53867,31,Platinum
CC39676,31,Platinum
CC52335,31,Platinum
CC32263,25,Platinum
CC59417,35,Platinum
CC55217,31,Platinum
CC28788,28,Platinum
CC95072,48,Platinum
CC12714,40,Platinum
CC58660,48,Platinum
CC62685,31,Platinum
CC18497,28,Platinum
CC86573,49,Platinum
CC57667,42,Platinum
CC74986,26,Platinum
CC14925,49,Platinum
CC95264,44,Platinum
CC78117,49,Platinum
CC52733,27,Platinum
CC98124,23,Platinum
CC61346,50,Platinum
CC64286,44,Platinum
CC94096,22,Platinum
CC50318,45,Platinum
CC92575,26,Platinum
CC38945,38,Platinum
CC17313,24,Platinum
CC49614,50,Platinum
CC93508,27,Platinum
CC88401,31,Platinum
CC50631,50,Platinum
CC66760,21,Platinum
CC21329,22,Platinum
CC58206,35,Platinum
CC33219,48,Platinum
CC33542,47,Platinum
CC90518,50,Platinum
CC80642,47,Platinum
CC35901,31,Platinum
CC97990,49,Platinum
CC46890,48,Platinum
CC98469,28,Platinum
CC77177,40,Platinum
CC40083,44,Platinum
CC14886,43,Platinum
CC90295,46,Platinum
CC34981,35,Platinum
CC65325,27,Platinum
CC14846,33,Platinum
CC49981,28,Platinum
CC38942,43,Platinum
CC72472,41,Platinum
CC45308,35,Platinum
CC31625,36,Platinum
CC96556,47,Platinum
CC63262,40,Platinum
CC70966,41,Platinum
CC63652,37,Platinum
CC30013,37,Platinum
CC40376,32,Platinum
CC24984,22,Platinum
CC15956,35,Platinum
CC24814,40,Platinum
CC72161,25,Platinum
CC33785,24,Platinum
CC35454,36,Platinum
CC42627,21,Platinum
CC15544,38,Platinum
CC72009,44,Platinum
CC89381,35,Platinum
CC17836,23,Platinum
CC94240,38,Platinum
CC83556,30,Platinum
CC53825,38,Platinum
CC74822,31,Platinum
CC47840,38,Platinum
CC88575,41,Platinum
CC20686,34,Platinum
CC70382,31,Platinum
CC63145,48,Platinum
CC41984,44,Platinum
CC82239,43,Platinum
CC90536,39,Platinum
CC46609,35,Platinum
CC82471,23,Platinum
CC27967,44,Platinum
CC69063,36,Platinum
CC54087,22,Platinum
CC65981,41,Platinum
CC90731,34,Platinum
CC56232,36,Platinum
CC40879,33,Platinum
CC99371,26,Platinum
CC15869,35,Platinum
CC74557,22,Platinum
CC23630,22,Platinum
CC42108,31,Platinum
CC11240,25,Platinum
CC71924,49,Platinum
CC49911,27,Platinum
CC83281,30,Platinum
CC60965,32,Platinum
CC23289,27,Platinum
CC15044,49,Platinum
CC81877,33,Platinum
CC51058,45,Platinum
CC37662,23,Platinum
CC41986,33,Platinum
CC58676,32,Platinum
CC81460,31,Platinum
CC89835,38,Platinum
CC62622,35,Platinum
CC46138,30,Platinum
CC52643,29,Platinum
CC91311,33,Platinum
CC52628,50,Platinum
CC75279,46,Platinum
CC77650,50,Platinum
CC54388,24,Platinum
CC71838,36,Platinum
CC20072,47,Platinum
CC72254,37,Platinum
CC34812,33,Platinum
CC89300,22,Platinum
CC24285,22,Platinum
CC51714,48,Platinum
CC86849,46,Platinum
CC89089,40,Platinum
CC84765,20,Platinum
CC36020,50,Platinum
CC72426,43,Platinum
CC82718,29,Platinum
CC16787,39,Platinum
CC40701,33,Platinum
CC14527,33,Diamond
CC66906,50,Diamond
CC46008,44,Diamond
CC94680,47,Diamond
CC21084,41,Diamond
CC64731,25,Diamond
CC36845,36,Diamond
CC58936,40,Diamond
CC94068,27,Diamond
CC85805,42,Diamond
CC24408,45,Diamond
CC37409,37,Diamond
CC87007,37,Diamond
CC60949,31,Diamond
CC22388,20,Diamond
CC85548,24,Diamond
CC79999,50,Diamond
CC69739,46,Diamond
CC70476,49,Diamond
CC21759,28,Diamond
CC40007,43,Diamond
CC15300,47,Diamond
CC37191,50,Diamond
CC41919,21,Diamond
CC90981,48,Diamond
CC66951,31,Diamond
CC77471,23,Diamond
CC12378,28,Diamond
CC47868,21,Diamond
CC68507,25,Diamond
CC12428,43,Diamond
CC19293,35,Diamond
CC40333,36,Diamond
CC75362,40,Diamond
CC60387,45,Diamond
CC58359,21,Diamond
CC25305,37,Diamond
CC36491,38,Diamond
CC75750,37,Diamond
CC65298,24,Diamond
CC67153,28,Diamond
CC62865,33,Diamond
CC85867,37,Diamond
CC96150,26,Diamond
CC78300,48,Diamond
CC59516,37,Diamond
CC61712,41,Diamond
CC67663,37,Diamond
CC35308,25,Diamond
CC32722,47,Diamond
CC23021,31,Diamond
CC38842,29,Diamond
CC59362,50,Diamond
CC14699,22,Diamond
CC70215,21,Diamond
CC31737,39,Diamond
CC22615,33,Diamond
CC98098,31,Diamond
CC20116,37,Diamond
CC28589,29,Diamond
CC96723,30,Diamond
CC85592,38,Diamond
CC23711,44,Diamond
CC52716,24,Diamond
CC76644,50,Diamond
CC49423,46,Diamond
CC75368,40,Diamond
CC19707,39,Diamond
CC49997,41,Diamond
CC79161,34,Diamond
CC21239,32,Diamond
CC52992,38,Diamond
CC56382,32,Diamond
CC82286,44,Diamond
CC17864,38,Diamond
CC70110,48,Diamond
CC71332,45,Diamond
CC31359,36,Diamond
CC85627,32,Diamond
CC24299,46,Diamond
CC33963,38,Diamond
CC77060,25,Diamond
CC88797,41,Diamond
CC96600,44,Diamond
CC41313,21,Diamond
CC70501,21,Diamond
CC32885,29,Diamond
CC43012,36,Diamond
CC41656,28,Diamond
CC74753,38,Diamond
CC77272,24,Diamond
CC31050,49,Diamond
CC38453,35,Diamond
CC88208,49,Diamond
CC86539,26,Diamond
CC24265,48,Diamond
CC15553,49,Diamond
CC49109,35,Diamond
CC56230,32,Diamond
CC84974,31,Diamond
CC66329,40,Diamond
CC43495,20,Diamond
CC38711,43,Diamond
CC54018,43,Diamond
CC21610,29,Diamond
CC23156,38,Diamond
CC92515,34,Diamond
CC23178,39,Diamond
CC85812,41,Diamond
CC42332,25,Diamond
CC70138,23,Diamond
CC26037,41,Diamond
CC25429,27,Diamond
CC92855,50,Diamond
CC50067,37,Diamond
CC14128,20,Diamond
CC59683,20,Diamond
CC38368,26,Diamond
CC20375,50,Diamond
CC98810,40,Diamond
CC87764,29,Diamond
CC25082,24,Diamond
CC64508,36,Diamond
CC19496,40,Diamond
CC74706,28,Diamond
CC97403,34,Diamond
CC22866,47,Diamond
CC33154,38,Diamond
CC18744,30,Diamond
CC35153,20,Diamond
CC52434,40,Diamond
CC75548,35,Diamond
CC88073,25,Diamond
CC86165,42,Diamond
CC57327,33,Diamond
CC73573,32,Diamond
CC56005,20,Diamond
CC30297,27,Diamond
CC89463,36,Diamond
CC51981,48,Diamond
CC92115,22,Diamond
CC38028,24,Diamond
CC90127,43,Diamond
CC99835,47,Diamond
CC52337,20,Diamond
CC44929,41,Diamond
CC24472,29,Diamond
CC83027,47,Diamond
CC92674,23,Diamond
CC13723,44,Diamond
CC35644,42,Diamond
CC14061,44,Diamond
CC74215,48,Diamond
CC35975,24,Diamond
CC43352,43,Diamond
CC49026,38,Diamond
CC60357,43,Diamond
CC86868,42,Diamond
CC51263,34,Diamond
CC86961,29,Diamond
CC73045,23,Diamond
CC47195,24,Diamond
CC51436,45,Diamond
CC50853,45,Diamond
CC54107,43,Diamond
CC79668,42,Diamond
CC59433,25,Diamond
CC70489,27,Diamond
CC88019,45,Diamond
CC57452,34,Diamond
CC80022,31,Diamond
CC97369,50,Diamond
CC31175,20,Diamond
CC82247,49,Diamond
CC31440,44,Diamond
CC49401,36,Diamond
CC26475,50,Diamond
CC29524,49,Diamond
CC50482,30,Diamond
CC17122,29,Diamond
CC84066,28,Diamond
CC48892,35,Diamond
CC37860,44,Diamond
CC45879,39,Diamond
CC36381,29,Diamond
CC76074,22,Diamond
CC66513,38,Diamond
CC12715,45,Diamond
CC62124,37,Diamond
CC22196,30,Diamond
CC89649,39,Diamond
CC50243,44,Diamond
CC96151,47,Diamond
CC86755,34,Diamond
CC62190,29,Diamond
CC57235,22,Diamond
CC25394,45,Diamond
CC64850,47,Diamond
CC25039,20,Diamond
CC85086,38,Diamond
CC62401,35,Diamond
CC47739,26,Diamond
CC53143,26,Diamond
CC60693,35,Diamond
CC48877,45,Diamond
CC95717,43,Diamond
CC89267,46,Diamond
CC77218,48,Diamond
CC69186,26,Diamond
CC60586,21,Diamond
CC73769,29,Diamond
CC31218,25,Diamond
CC72940,37,Diamond
CC57401,42,Diamond
CC68869,47,Diamond
CC34868,34,Diamond
CC26783,38,Diamond
CC71515,36,Diamond
CC80696,36,Diamond
CC24999,21,Diamond
CC55114,38,Diamond
CC43195,41,Diamond
CC53348,46,Diamond
CC37208,49,Diamond
CC86452,32,Diamond
CC45377,44,Diamond
CC11670,25,Diamond
CC23123,25,Diamond
CC77017,45,Diamond
CC59978,31,Diamond
CC73287,22,Diamond
CC82699,28,Diamond
CC76575,45,Diamond
CC28870,50,Diamond
CC62919,37,Diamond
CC18523,50,Diamond
CC91157,41,Diamond
CC54990,31,Diamond
CC96344,37,Diamond
CC77402,39,Diamond
CC92638,22,Diamond
CC25258,33,Diamond
CC51233,38,Diamond
CC86641,21,Diamond
CC72957,23,Diamond
CC25862,48,Diamond
CC91870,26,Diamond
CC60362,26,Diamond
CC45510,48,Diamond
CC26452,50,Diamond
CC26733,25,Diamond
CC51407,27,Diamond
CC88519,41,Diamond
CC60926,24,Diamond
CC26387,25,Diamond
CC22215,43,Diamond
CC13127,43,Diamond
CC97840,49,Diamond
CC44192,29,Diamond
CC57466,36,Diamond
CC30320,33,Diamond
CC86444,21,Diamond
CC92316,44,Diamond
CC49547,48,Diamond
CC44832,35,Diamond
CC66206,33,Diamond
CC40444,23,Diamond
CC14557,32,Diamond
CC89958,39,Diamond
CC31162,50,Diamond
CC19225,41,Diamond
CC35100,25,Diamond
CC30606,29,Diamond
CC39087,26,Diamond
CC83355,35,Diamond
CC91931,38,Diamond
CC49076,28,Diamond
CC78942,34,Diamond
CC73016,22,Diamond
CC95851,33,Diamond
CC69920,35,Diamond
CC74605,31,Diamond
CC86350,28,Diamond
CC68283,46,Diamond
CC13842,38,Diamond
CC82647,35,Diamond
CC70427,31,Diamond
CC58845,29,Diamond
CC29740,27,Diamond
CC33687,22,Diamond
CC87947,24,Diamond
CC30584,29,Diamond
CC26492,49,Diamond
CC35077,50,Diamond
CC61853,40,Diamond
CC65116,50,Diamond
CC79371,25,Diamond
CC76117,23,Diamond
CC67088,27,Diamond
CC14643,39,Diamond
CC86934,21,Diamond
CC40632,31,Diamond
CC35285,37,Diamond
CC96195,35,Diamond
CC52195,28,Diamond
CC28605,30,Diamond
CC47233,36,Diamond
CC50593,24,Diamond
CC56295,45,Diamond
CC74789,38,Diamond
CC38243,27,Diamond
CC84423,46,Diamond
CC39035,42,Diamond
CC19277,41,Diamond
CC67371,25,Diamond
CC85864,29,Diamond
CC53048,23,Diamond
CC14275,20,Diamond
CC63365,39,Diamond
CC77197,42,Diamond
CC53749,45,Diamond
CC28159,24,Diamond
CC84325,35,Diamond
CC24986,38,Diamond
CC35576,39,Diamond
CC53662,45,Diamond
CC45171,33,Diamond
CC15107,44,Diamond
CC63063,30,Diamond
CC80472,20,Diamond
CC34823,45,Diamond
CC38888,45,Diamond
CC75142,36,Diamond
CC38203,36,Diamond
CC61172,21,Diamond
CC69013,31,Diamond
CC20660,38,Diamond
CC87601,45,Diamond
CC38523,20,Diamond
CC51367,24,Diamond
CC82932,30,Diamond
CC89462,25,Diamond
CC93706,21,Diamond
CC50693,27,Diamond
CC56023,28,Diamond
CC80484,32,Diamond
CC64537,39,Diamond
CC32324,27,Diamond
CC74654,44,Diamond
CC98259,50,Diamond
CC27839,44,Diamond
CC11690,24,Diamond
CC78487,21,Diamond
CC12925,49,Diamond
CC79769,47,Diamond
CC25296,49,Diamond
CC28919,25,Diamond
CC17125,20,Diamond
CC17979,23,Diamond
CC96167,24,Diamond
CC61466,41,Diamond
CC53179,37,Diamond
CC90178,37,Diamond
CC78980,30,Diamond
CC90395,29,Diamond
CC22148,39,Diamond
CC34148,33,Diamond
CC55350,38,Diamond
CC47294,50,Diamond
CC84561,32,Diamond
CC23116,42,Diamond
CC48666,34,Diamond
CC90132,31,Diamond
CC64924,32,Diamond
CC67117,37,Diamond
CC56002,49,Diamond
CC81898,27,Diamond
CC20909,35,Diamond
CC73202,50,Diamond
CC19704,30,Diamond
CC16925,50,Diamond
CC86914,20,Diamond
CC12895,35,Diamond
CC69647,43,Diamond
CC73127,25,Diamond
CC40052,23,Diamond
CC99343,31,Diamond
CC69761,26,Diamond
CC52794,36,Diamond
CC99100,22,Diamond
CC37966,21,Diamond
CC78491,25,Diamond
CC85773,49,Diamond
CC24726,31,Diamond
CC35155,38,Diamond
CC44724,35,Diamond
CC62915,28,Diamond
CC61080,30,Diamond
CC64839,25,Diamond
CC84620,44,Diamond
CC91869,47,Diamond
CC98518,20,Diamond
CC65085,47,Diamond
CC85447,24,Diamond
CC78971,26,Diamond
CC91800,24,Diamond
CC74633,27,Diamond
CC62204,30,Diamond
CC12883,23,Diamond
CC24542,32,Diamond
CC47986,42,Diamond
CC60553,35,Diamond
CC66286,44,Diamond
CC99458,24,Diamond
CC67398,32,Diamond
CC64586,44,Diamond
CC46186,33,Diamond
CC59320,34,Diamond
CC48737,36,Diamond
CC34037,30,Diamond
CC16591,45,Diamond
CC28074,42,Diamond
CC76523,46,Diamond
CC30484,20,Diamond
CC70826,20,Diamond
CC28795,33,Diamond
CC46579,49,Diamond
CC78552,39,Diamond
CC36103,26,Diamond
CC23792,39,Diamond
CC82412,38,Diamond
CC18439,24,Diamond
CC43179,28,Diamond
CC41796,43,Diamond
CC20937,40,Diamond
CC31344,33,Diamond
